squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price,Popular,houseAge,numNonGuestRooms,grossLivingArea
97544,65,0,0,72,74577,2,2,1,1,3458,4609,195,1,5,9760573.4,0,12,60,89282
74037,75,1,0,84,185,5,10,1,1,533,7143,688,1,10,7410767.7,0,29,65,65673
27244,95,0,0,91,51203,9,7,1,0,4237,723,293,1,6,2731619.6,0,30,89,21991
7812,68,0,1,93,30594,4,6,0,1,3559,2197,722,1,0,786725.2,0,14,68,1334
95800,83,1,1,28,75731,1,9,1,0,6051,1280,323,0,3,9591195.0,1,36,80,88146
71399,40,0,0,74,34136,5,10,0,0,5484,6386,652,1,10,7141237.6,0,30,30,58877
8223,73,1,0,18,91132,10,4,1,1,4835,2461,511,0,5,828761.9,0,17,68,416
49694,47,1,0,17,42649,4,8,1,0,8872,9458,976,1,1,4973672.1,0,5,46,30388
71661,54,0,1,64,30637,1,6,1,0,793,3709,516,0,2,7173346.4,1,12,52,66643
98826,87,1,1,77,7899,7,2,0,0,12,9849,948,1,9,9894829.7,0,19,78,88017
92000,54,1,0,6,559,6,8,0,1,4693,57,874,1,2,9203514.1,0,15,52,86376
82274,36,1,1,69,30208,8,1,1,1,7565,1456,170,1,10,8237371.3,1,13,26,73083
28957,71,1,1,2,41445,1,9,1,1,3222,9454,799,1,3,2903240.2,1,34,68,15482
45273,66,1,0,3,1531,8,6,1,0,328,7011,483,0,5,4531464.7,0,19,61,37451
27649,86,0,0,67,35839,9,10,1,0,4153,8097,774,1,10,2770975.7,0,29,76,14625
78681,23,1,1,87,56264,8,9,1,0,5930,8775,616,0,3,7884526.5,1,11,20,63360
30383,24,1,1,87,41613,9,8,1,1,1312,7774,789,1,5,3049140.0,1,26,19,20508
16205,33,1,0,53,74857,2,5,0,0,5988,9397,183,0,1,1626165.0,0,26,32,637
35821,12,1,0,71,39266,6,10,1,0,9220,3302,980,1,7,3589966.3,0,13,5,22319
96601,97,1,0,37,21619,2,1,1,0,478,7373,243,1,8,9665463.5,0,11,89,88507
34075,70,1,1,28,7956,2,2,1,1,7842,6296,545,1,4,3415018.5,1,31,66,19392
64246,31,1,0,90,7469,9,4,0,1,4368,843,415,1,1,6435521.5,0,31,30,58620
15807,34,1,0,33,58996,7,2,1,0,4263,9085,951,0,8,1587804.0,0,6,26,1508
41409,100,1,1,9,85156,1,1,0,1,8936,3524,687,0,9,4149403.3,0,23,91,28262
84748,29,1,0,96,57674,8,9,1,1,1978,9476,179,0,7,8480498.3,0,13,22,73115
95514,64,0,1,83,88845,6,8,1,1,3388,6643,167,0,1,9557636.6,1,10,63,85316
19596,10,1,0,28,44541,8,10,0,0,6454,6583,677,1,2,1965484.7,0,29,8,5882
26886,88,0,1,10,48679,8,6,0,0,8380,660,850,1,0,2692355.1,0,35,88,16996
56381,5,1,1,91,50835,6,1,0,1,9204,1511,795,0,1,5646091.9,0,17,4,44871
45464,3,0,1,3,42973,5,5,0,1,9971,7192,338,0,8,4549774.1,0,5,-5,27963
63992,5,1,0,39,50384,6,9,1,1,5356,8172,764,0,2,6405553.5,0,21,3,49700
81411,23,0,1,74,99433,10,1,1,1,4634,1546,417,0,9,8149663.8,1,28,14,74814
67053,15,0,0,33,72156,5,2,0,1,7848,1630,947,1,9,6707304.9,0,7,6,56628
13560,1,1,0,17,85418,4,3,1,0,7736,3841,296,1,1,1361612.1,0,25,0,1687
59993,13,1,1,67,83164,2,4,1,0,7159,4934,324,1,3,6009243.5,1,11,10,47576
95568,61,0,1,56,79841,2,8,0,0,8392,3187,388,1,0,9562024.2,0,34,61,83601
50873,95,0,0,38,10919,7,10,1,0,4083,9834,379,0,4,5089609.8,0,8,91,36577
56885,89,1,1,80,69885,1,4,0,1,7919,3273,651,1,8,5699848.1,0,25,81,45042
72193,49,0,1,82,53046,4,7,0,0,5541,1443,326,0,1,7224575.2,0,34,48,64883
39210,100,0,0,70,44287,6,9,1,0,5798,7831,287,1,3,3923171.1,0,15,97,25294
82468,24,0,1,1,92478,5,2,0,1,3756,9908,292,1,10,8250786.9,0,27,14,68512
64882,88,0,0,86,26142,5,7,1,1,3453,5513,452,1,8,6493005.0,0,36,80,55464
98864,37,1,0,55,32055,1,7,1,0,3854,3583,721,1,7,9892826.6,0,20,30,90706
71061,89,0,1,75,53656,9,4,0,1,629,2769,587,1,7,7118344.8,0,8,82,67076
46585,73,0,0,91,10008,2,6,0,1,4670,2935,835,1,6,4662821.0,0,36,67,38145
41976,78,0,1,86,95137,6,7,0,1,9332,6598,475,1,5,4205798.0,0,36,73,25571
52165,3,1,0,3,77195,7,2,1,0,4903,7398,624,0,6,5221495.8,0,28,-3,39240
89999,49,1,0,3,18801,9,4,1,0,1314,5091,186,0,5,9004222.0,0,16,44,83408
65611,61,0,1,23,88748,9,9,1,0,5046,6181,963,0,7,6563935.9,1,27,54,53421
16067,4,1,0,26,51833,6,7,1,0,8041,6466,943,1,7,1610057.7,0,19,-3,617
57970,2,1,1,53,59184,5,6,0,0,2019,7550,512,1,5,5811905.3,0,13,-3,47889
50373,38,0,1,53,3519,8,3,0,1,1500,8923,352,0,3,5043556.3,0,23,35,39598
12079,66,1,1,70,60660,6,8,1,0,3094,4275,512,1,9,1213149.0,1,6,57,4198
36670,12,0,1,54,81486,1,9,1,1,7937,1759,346,0,2,3676149.3,1,23,10,26628
88458,5,0,1,36,25549,5,8,0,1,7119,1754,299,0,9,8853221.2,0,14,-4,79286
70603,35,1,0,42,21908,8,1,0,0,2976,8011,324,0,7,7065124.2,0,14,28,59292
70091,62,1,1,86,37015,2,6,1,0,1786,8181,733,0,8,7019102.9,1,17,54,59391
64932,38,0,0,42,35842,1,9,1,1,4507,9312,889,0,4,6496287.6,0,10,34,50224
79441,54,1,0,84,84220,10,4,0,1,1381,5879,405,0,3,7949525.1,0,15,51,71776
53077,84,1,0,92,83232,4,2,0,0,5494,208,110,0,0,5317242.2,0,14,84,47265
91526,63,0,1,3,92415,7,2,1,0,9724,5828,874,0,0,9154926.8,1,18,63,75100
91334,54,1,0,97,79832,9,4,0,1,1841,5309,768,0,3,9142863.7,0,29,51,83416
38674,79,1,1,97,49531,4,3,1,0,2129,6397,990,1,5,3881695.5,1,11,74,29158
83033,36,1,0,75,75420,1,9,1,1,5037,9511,164,0,5,8313113.6,0,20,31,68321
76692,42,1,0,28,24738,1,10,0,0,6830,8589,208,1,1,7673297.7,0,29,41,61065
9468,3,0,1,18,84321,10,3,1,0,4330,4183,317,1,7,952050.6,1,30,-4,638
74970,60,1,1,82,91777,2,5,0,1,1897,545,869,0,10,7509123.0,0,26,50,71659
87957,56,0,1,46,75631,2,9,1,0,1335,6810,128,1,6,8800891.4,1,12,50,79684
31560,74,1,0,17,88534,10,10,0,0,8088,3684,499,1,2,3159643.4,0,22,72,19289
23804,58,0,1,39,80200,1,1,1,1,3709,618,295,1,5,2386532.8,1,18,53,19182
21765,79,1,1,35,98079,4,10,1,0,5287,6084,442,0,0,2184139.0,1,36,79,9952
11192,18,1,1,100,80973,8,10,0,0,7138,2283,824,1,9,1129884.5,0,21,9,947
91569,74,1,1,40,59784,1,10,0,1,6609,2097,514,1,2,9166813.6,0,30,72,82349
23554,69,1,1,31,18992,3,3,1,0,1667,5086,354,1,10,2365037.0,1,36,59,16447
95444,10,0,1,10,95204,1,5,0,1,711,4650,513,1,4,9547388.2,0,34,6,89570
35447,94,0,0,57,66046,8,5,0,1,52,1540,437,1,5,3550859.7,0,9,89,33418
87502,32,0,1,89,59722,6,9,1,0,2759,8599,973,0,3,8761066.9,1,17,29,75171
56188,31,1,1,56,11214,1,1,1,1,29,9195,316,0,9,5627165.8,1,8,22,46648
58234,22,0,1,9,88730,3,9,0,0,7746,7144,445,1,5,5826681.5,0,21,17,42899
11130,77,1,1,98,56168,8,2,1,1,353,3205,939,0,5,1123958.1,1,5,72,6633
84920,20,1,1,67,9914,4,7,1,1,9599,8143,164,1,3,8498090.8,1,18,17,67014
52593,7,0,1,24,4624,9,6,1,0,4272,901,643,0,0,5266675.7,1,29,7,46777
71830,84,1,1,94,49715,10,5,0,1,9393,5627,771,1,6,7198524.0,0,16,78,56039
60443,27,1,0,29,75789,9,5,0,1,6197,2105,663,1,5,6050123.0,0,6,22,51478
87140,89,1,0,35,95671,1,4,0,0,9405,3167,759,1,5,8719038.1,0,5,84,73809
20466,54,0,1,17,27952,9,8,1,0,2320,6673,540,1,8,2050714.2,1,34,46,10933
98983,28,1,0,94,87042,4,4,1,1,1094,1148,458,0,6,9907159.5,0,31,22,96283
97600,92,0,0,60,25026,7,7,0,0,7030,7874,903,0,1,9766250.4,0,22,91,81793
84478,54,0,1,85,94529,9,7,1,0,3963,2556,916,1,5,8455893.2,1,24,49,77043
94293,2,1,0,63,75139,6,5,1,1,7991,9703,190,0,3,9434658.4,0,12,-1,76409
79363,63,0,1,21,23353,5,9,0,1,3943,1806,665,0,7,7939687.0,0,6,56,72949
82102,34,1,0,13,7782,2,9,0,0,6721,2664,413,0,10,8212467.6,0,20,24,72304
68916,19,0,0,13,90143,4,3,1,0,6851,8618,487,1,7,6893475.3,0,13,12,52960
79078,60,1,0,90,38332,10,3,1,1,2568,9132,746,1,9,7911742.8,0,28,51,66632
78304,100,0,0,82,68157,3,4,0,1,9182,3657,766,0,6,7838249.0,0,16,94,64699
16318,7,1,0,66,60177,1,3,1,1,9700,5666,201,1,4,1641389.8,0,8,3,751
32263,76,0,1,92,27952,8,1,1,1,8164,3706,348,0,3,3235937.8,1,8,73,20045
95800,34,1,0,20,34604,7,8,0,0,2299,3031,141,1,0,9585132.1,0,5,34,90329
26659,18,1,1,88,78689,10,8,0,1,2832,9254,378,0,2,2677314.0,0,36,16,14195
74995,94,0,0,57,65876,7,5,0,1,6677,2068,185,1,3,7505553.1,0,5,91,66065
18399,88,0,1,1,70170,4,3,0,0,5416,6803,222,0,8,1841652.0,0,26,80,5958
14099,88,1,1,4,94875,9,4,0,0,5603,4091,417,1,10,1417841.9,0,7,78,3988
59805,45,1,0,74,16122,2,10,0,1,173,3239,541,0,9,5986841.1,0,25,36,55852
83388,97,0,0,72,45858,1,4,0,1,1288,9902,533,0,0,8339971.6,0,10,97,71665
34049,10,0,0,79,26771,7,5,0,0,9959,5921,882,1,7,3413350.2,0,24,3,17287
80863,57,0,0,31,98619,9,3,0,1,7372,7703,575,0,5,8089383.3,0,13,52,65213
48854,79,1,0,83,42705,7,9,1,0,4607,7445,859,1,10,4890551.2,0,24,69,35943
93002,53,0,0,52,65917,4,2,1,1,7998,9106,962,1,9,9302663.2,0,34,44,74936
68895,50,0,1,2,24554,6,3,0,1,8116,5357,626,1,6,6891689.5,0,31,44,54796
50058,72,0,0,96,45126,10,2,0,1,8185,2407,956,1,0,5009004.5,0,21,72,38510
93342,7,1,0,41,54075,3,1,0,1,7803,5565,161,0,7,9340733.0,0,6,0,79813
87586,41,0,0,4,42095,5,3,0,1,7412,7791,988,0,5,8759529.7,0,29,36,71395
59564,62,1,1,17,72033,1,3,0,1,705,6703,515,1,1,5962905.0,0,26,61,51641
94512,89,1,0,39,15527,8,1,0,1,3981,4739,694,0,2,9457140.2,0,24,87,85098
35145,44,0,0,8,17127,3,2,1,0,6162,4839,506,0,7,3515730.8,0,18,37,23638
36050,56,0,0,90,33708,6,8,1,0,2791,7707,217,1,1,3611909.1,0,35,55,25335
69630,70,1,1,76,87049,10,1,0,0,8174,5754,137,1,9,6973784.9,0,27,61,55565
17193,18,0,1,72,88316,9,4,1,1,4118,1381,774,0,5,1724888.8,1,8,13,10920
72730,58,0,0,38,37518,2,10,1,0,9441,9775,854,1,0,7276501.3,0,33,58,52660
50152,39,1,0,70,1849,10,7,0,1,7389,968,413,0,2,5018454.5,0,11,37,41382
88898,53,1,1,52,71476,9,6,0,0,9679,9017,220,1,5,8902046.8,0,8,48,69982
48819,75,1,0,90,29459,2,2,0,0,2051,490,317,0,2,4887042.5,0,21,73,45961
92649,31,0,0,77,56098,10,8,1,1,6811,2656,429,1,8,9271774.1,0,35,23,82753
42485,1,0,0,40,23782,7,7,0,1,974,9553,426,0,3,4251851.7,0,9,-2,31532
65867,37,0,0,92,67725,6,2,1,1,3054,4650,998,1,10,6593211.4,0,32,27,57165
60514,46,1,1,35,76413,2,1,1,0,9227,737,340,0,8,6059360.9,1,7,38,50210
93564,16,1,1,66,13427,4,10,1,1,4952,1906,325,1,3,9370487.9,1,7,13,86381
40622,96,1,0,94,51135,5,1,0,0,1930,1965,110,0,9,4071155.9,0,17,87,36617
24490,36,0,0,87,31922,3,6,1,1,837,7635,174,0,10,2452012.9,0,17,26,15844
24386,69,1,0,71,96258,9,6,1,1,7112,1654,202,1,9,2445795.7,0,29,60,15418
83072,42,0,1,20,96852,4,9,0,1,1269,7766,110,0,10,8312353.4,0,12,32,73927
65741,88,0,0,78,81087,1,3,1,0,2518,4878,925,1,7,6575564.0,0,26,81,57420
48867,40,0,0,56,67928,1,6,1,0,4212,1916,114,0,10,4889559.3,0,13,30,42625
18148,96,0,1,39,50444,4,5,1,0,9853,6154,438,0,9,1821559.0,1,6,87,1703
20444,13,0,1,31,6108,1,3,1,1,1925,1826,670,1,4,2049492.3,1,33,9,16023
95591,85,0,0,43,56924,6,9,1,1,3279,6968,970,1,0,9560516.3,0,23,85,84374
46572,89,0,0,18,40052,4,4,1,1,6035,7454,704,1,9,4658899.3,0,33,80,32379
12849,48,1,0,21,27000,10,5,1,1,5245,1313,844,1,4,1290147.1,0,5,44,5447
21370,67,0,1,67,11,8,8,0,0,3278,3563,767,0,4,2142261.9,0,27,63,13762
13131,22,0,1,46,35636,1,7,1,1,2408,213,848,1,1,1321934.3,1,23,21,9662
59286,77,0,1,95,25140,5,3,0,1,2351,7161,943,1,10,5940315.1,0,35,67,48831
38370,20,0,1,73,14234,6,5,1,1,8712,9983,197,0,10,3840886.8,1,8,10,19478
44479,4,1,0,19,58162,6,3,1,0,2952,8911,676,1,1,4453151.1,0,25,3,31940
27738,12,0,1,44,24970,9,4,0,0,3734,5069,309,1,10,2780182.8,0,18,2,18626
82680,89,1,1,27,39905,9,7,0,1,1537,1290,112,0,0,8273795.7,0,9,89,79741
52687,35,1,0,43,96309,2,4,1,0,4554,5386,409,1,8,5271994.4,0,22,27,42338
77043,22,1,1,83,61124,10,6,0,0,6531,7762,814,0,9,7709349.3,0,33,13,61936
58041,71,1,0,29,15169,10,6,0,1,5539,5102,141,1,2,5810358.6,0,10,69,47259
56147,70,1,0,100,22279,3,7,0,1,4787,4,922,1,7,5621340.6,0,10,63,50434
96006,26,1,1,17,31832,5,7,1,1,8173,2607,541,1,10,9609774.3,1,23,16,84685
92541,5,0,0,31,70718,5,3,1,0,4079,5408,920,1,0,9255462.2,0,34,5,82134
20978,10,0,0,86,90537,2,5,0,0,3089,4185,698,1,1,2100765.6,0,30,9,13006
87699,92,1,0,73,39608,6,7,0,1,4147,7554,606,1,3,8777421.0,0,26,89,75392
81260,66,0,0,3,55551,5,5,1,1,152,6991,392,0,4,8127110.2,0,34,62,73725
94015,33,0,0,99,45177,2,5,1,1,6434,7269,600,1,2,9409921.2,0,34,31,79712
33979,59,0,1,3,73305,9,7,0,0,1716,1230,404,1,10,3402494.4,0,32,49,30629
81065,95,0,1,80,31317,8,4,0,1,4196,3559,161,0,1,8116681.0,0,6,94,73149
61028,63,0,0,14,16006,6,8,1,1,3484,1502,139,1,2,6104386.6,0,20,61,55903
31419,80,1,0,6,51100,7,3,0,1,8002,242,110,0,4,3147602.9,0,17,76,23065
70080,72,0,0,98,87769,7,7,0,1,9477,8862,686,0,7,7018061.4,0,12,65,51055
58314,75,0,1,13,32662,6,6,0,1,1428,3553,916,0,10,5836299.3,0,23,65,52417
92128,90,1,0,100,82984,7,9,0,0,7853,1524,177,1,9,9223230.9,0,7,81,82574
61615,54,0,0,27,11018,6,8,1,0,2206,1937,140,1,2,6162767.4,0,22,52,57332
92722,79,1,0,73,83194,4,3,0,1,38,1444,550,0,3,9283890.9,0,7,76,90690
35755,7,1,0,20,37565,2,4,0,1,9967,7178,611,0,9,3578043.3,0,13,-2,17999
59834,90,1,1,50,64277,10,6,0,1,4468,7729,925,0,5,5992116.8,0,8,85,46712
76297,88,1,1,69,32290,7,4,1,1,8273,7875,877,0,5,7637924.3,1,33,83,59272
89286,14,0,0,73,19140,2,9,1,0,1496,2714,622,1,2,8933700.6,0,10,12,84454
46367,47,1,0,84,34945,10,8,1,1,4360,4624,144,0,7,4648492.7,0,9,40,37239
37965,3,0,0,28,85595,9,1,1,0,5926,3896,825,1,10,3799673.0,0,36,-7,27318
9845,75,0,1,82,89809,1,8,1,1,950,5553,318,1,2,988800.2,1,24,73,3024
77566,38,1,0,21,57816,6,6,0,0,470,5118,244,1,7,7762684.9,0,17,31,71734
99918,57,1,1,58,33628,1,8,0,0,2482,3894,155,0,4,10002945.0,0,36,53,93387
73867,99,0,0,84,74407,2,5,1,0,8291,6323,243,0,10,7391147.9,0,27,89,59010
85911,37,1,0,31,86247,2,10,1,1,1914,2578,230,1,6,8598134.4,0,32,31,81189
59582,69,1,0,79,17921,8,5,1,0,1016,627,865,0,2,5965453.1,0,25,67,57074
92522,39,1,1,20,20389,1,1,0,0,1000,6563,176,1,3,9259875.5,0,21,36,84783
71418,20,0,1,47,2634,2,8,1,1,5273,3159,286,1,7,7147130.4,1,12,13,62700
15975,97,0,0,80,85721,7,1,0,0,7550,2211,912,0,4,1604852.1,0,5,93,5302
26721,12,0,1,27,88271,4,6,0,0,4362,8073,123,1,3,2676647.3,0,13,9,14163
27230,14,0,1,73,89665,5,5,1,0,708,6303,860,0,9,2730690.0,1,26,5,19359
69664,73,1,0,66,48780,9,10,0,0,4266,5174,778,0,4,6973278.9,0,17,69,59446
59702,45,1,1,37,68711,10,6,0,1,1500,4473,563,0,0,5979963.4,0,32,45,53166
88079,30,0,1,9,53806,1,6,1,1,122,4413,677,0,10,8810981.7,1,9,20,82867
7464,5,1,0,5,22624,5,10,1,0,6351,10,945,1,10,749433.7,0,19,-5,158
36836,79,1,0,61,36935,8,5,1,1,8320,8515,335,0,2,3690931.9,0,17,77,19666
81118,43,0,0,60,68494,1,7,1,1,1639,9062,727,1,3,8114549.1,0,35,40,69690
21941,76,1,1,5,83271,7,8,0,0,5310,9901,901,1,0,2202238.2,0,34,76,5829
56509,59,1,0,68,49492,10,4,0,1,4090,9805,584,1,1,5654739.9,0,7,58,42030
14745,68,1,0,64,86423,10,3,0,1,9747,103,824,1,5,1486405.3,0,13,63,4071
36511,20,0,0,44,81530,3,9,1,1,6784,8189,958,0,0,3652333.3,0,33,20,20580
49953,75,1,1,38,76554,10,9,0,1,699,258,794,1,8,5007612.1,0,5,67,48202
65297,73,1,1,86,22238,6,10,1,1,260,4175,910,1,0,6536489.7,1,9,73,59952
9457,70,0,1,37,98638,1,2,1,1,3606,5244,425,0,9,953108.4,1,12,61,182
14224,26,1,1,45,22460,7,3,1,0,5175,5221,801,0,6,1433009.3,1,23,20,3027
92860,28,1,1,2,46410,5,2,0,1,4952,8232,473,1,2,9291439.8,0,8,26,79203
82109,57,0,1,15,38203,7,6,1,1,62,711,770,0,10,8215749.0,1,36,47,80566
82907,81,1,1,14,90765,8,6,1,0,2647,7051,300,1,4,8297847.0,1,16,77,72909
85467,96,1,0,72,47070,7,10,1,1,4319,8118,707,1,7,8552777.6,0,10,89,72323
48861,27,1,0,56,12886,7,9,0,0,4333,329,458,1,3,4890753.2,0,24,24,43741
20851,89,1,0,33,76716,1,10,1,0,2317,6358,677,0,0,2091090.4,0,22,89,11499
54531,42,1,0,53,23673,10,4,1,1,9925,4848,664,1,4,5456185.6,0,30,38,39094
71923,67,1,1,27,38345,7,9,0,1,4093,756,413,0,5,7196257.2,0,24,62,66661
87018,37,0,0,79,38319,6,7,0,1,2617,4999,777,0,7,8707002.5,0,31,30,78625
82525,63,0,1,38,32886,1,4,0,1,9388,7718,363,0,7,8258910.8,0,18,56,65056
55877,30,0,0,22,26799,5,4,1,1,6349,279,635,0,7,5589583.4,0,32,23,48614
29392,42,1,0,45,38294,9,7,1,0,299,2376,200,1,9,2944295.3,0,23,33,26517
61067,81,1,0,39,67947,2,5,1,1,5257,3215,377,0,2,6109873.8,0,28,79,52218
92725,81,1,1,33,68299,6,6,0,0,4903,8180,363,0,1,9283435.3,0,23,80,79279
86614,65,0,1,63,15680,10,6,0,1,1472,8750,919,1,1,8671187.6,0,30,64,75473
85022,55,1,0,99,24645,5,10,1,0,2977,602,734,0,0,8508095.2,0,14,55,80709
95388,66,0,0,57,13520,9,5,0,0,376,2277,692,1,10,9543098.8,0,18,56,92043
22254,94,0,1,46,12032,8,7,1,0,3063,8385,653,0,6,2233861.1,1,35,88,10153
17518,98,1,1,59,6914,5,2,0,0,5802,1381,113,1,5,1760239.8,0,28,93,10222
56997,84,1,0,93,21075,5,5,1,1,2970,6724,425,1,10,5704164.0,0,36,74,46878
76149,24,0,1,63,76688,3,4,1,1,973,8688,168,0,7,7619731.9,1,17,17,66320
26223,35,1,1,8,53223,3,6,1,1,1084,7324,195,0,5,2630045.4,1,12,30,17620
88914,11,1,0,67,4480,2,7,1,0,7270,1670,692,1,6,8899500.5,0,21,5,79282
53822,82,0,0,14,84693,10,6,1,1,9755,6023,761,0,4,5383902.8,0,18,78,37283
22451,88,1,1,30,73962,9,9,0,0,4720,6177,943,1,4,2251128.9,0,7,84,10611
51678,100,1,0,64,24703,8,5,0,1,4890,6253,147,1,5,5175264.6,0,10,95,40388
77383,8,1,1,34,34091,9,2,1,0,4386,973,670,1,4,7746930.4,1,32,4,71354
46018,47,1,1,11,95597,3,2,1,1,6161,6233,124,0,3,4612424.3,1,33,44,33500
43691,19,1,1,39,96161,4,1,1,0,834,9044,222,0,2,4375504.3,1,33,17,33591
55209,80,1,0,96,91189,6,6,1,1,1168,7971,691,1,5,5532468.6,0,20,75,45379
24052,85,1,1,6,82201,3,6,0,1,7850,636,990,1,3,2410520.5,0,21,82,14576
21482,43,1,1,38,72335,1,8,0,0,5360,9520,271,0,3,2156342.1,0,5,40,6331
34713,92,0,1,27,47253,5,6,0,1,5767,6793,398,1,10,3475991.0,0,6,82,21755
20395,11,0,1,24,16265,5,1,1,0,5170,6902,381,1,10,2041658.0,1,6,1,7942
81472,22,1,1,16,16662,8,7,0,0,2042,3158,526,0,4,8157989.3,0,13,18,75746
69945,5,0,0,77,26679,4,8,0,0,8796,4073,924,0,10,6998212.4,0,12,-5,56152
61139,92,0,1,94,63244,10,2,0,0,2336,1315,225,1,10,6127221.6,0,20,82,57263
28899,6,1,0,20,49037,7,9,1,1,8771,4815,907,0,2,2892484.7,0,19,4,14406
23210,4,0,0,1,68109,10,10,0,1,4166,9902,608,1,3,2321968.4,0,12,1,8534
48670,25,1,1,53,27485,5,8,0,1,1372,1478,755,1,9,4874367.5,0,21,16,45065
60256,60,1,0,68,57262,9,3,0,1,5123,1273,569,1,10,6033836.6,0,10,50,53291
81902,38,0,0,85,99403,10,8,0,0,885,854,514,1,1,8192941.0,0,16,37,79649
22606,99,0,1,80,65198,2,3,1,1,2718,961,776,0,2,2271736.8,1,28,97,18151
56613,58,1,0,92,34118,2,10,1,0,5219,1230,444,1,9,5673842.0,0,36,49,49720
54822,84,0,1,12,8145,1,9,1,0,9311,7673,459,0,2,5485078.6,1,10,82,37379
46536,57,0,0,58,92228,6,5,1,0,1768,1809,924,0,9,4660099.7,0,29,48,42035
61502,77,1,0,75,39079,1,10,0,0,6111,2465,258,0,5,6158082.9,0,7,72,52668
42079,5,1,0,10,40631,4,1,0,0,3385,5392,254,1,10,4213303.1,0,35,-5,33048
28617,20,1,0,65,54971,6,9,0,1,6782,4850,666,0,9,2866340.5,0,31,11,16319
94394,79,0,0,94,91254,9,10,0,1,8167,7372,891,0,10,9441848.6,0,20,69,77964
71714,82,0,0,53,42915,9,1,1,0,8313,1169,288,0,5,7175059.6,0,20,77,61944
28076,4,1,1,86,90966,3,1,0,1,6596,8735,110,0,4,2819687.4,0,12,0,12635
88642,66,0,0,83,62361,7,3,0,0,2366,8134,950,1,4,8872635.1,0,25,62,77192
99532,17,0,0,62,79254,3,6,1,0,3158,7404,501,0,5,9954865.3,0,33,12,88469
70707,70,1,1,68,45156,3,8,0,1,7276,5926,859,1,2,7077984.1,0,15,68,56646
68985,67,1,1,79,93844,5,4,0,1,5004,1124,755,0,3,6910322.7,0,9,64,62102
20469,43,1,0,77,19825,7,4,0,0,3682,1403,809,1,6,2057093.3,0,23,37,14575
64930,54,1,1,75,9580,5,6,1,1,4584,7711,612,1,10,6510156.1,1,25,44,52023
47275,91,0,0,86,4548,5,1,0,1,5759,8084,768,0,8,4731933.0,0,36,83,32664
88658,94,0,1,7,7457,10,6,1,0,7508,1677,535,1,7,8869471.5,1,11,87,78938
51476,97,1,1,97,20959,5,9,0,0,1268,8350,330,1,4,5155902.7,0,9,93,41528
66990,11,1,1,3,51023,10,4,0,1,8630,183,995,1,2,6708186.1,0,15,9,57182
99338,73,0,1,88,16935,6,1,1,1,7399,2750,867,1,3,9941123.7,1,19,70,88322
18376,68,0,1,21,57224,5,9,0,1,5904,6908,612,0,0,1842716.7,0,29,68,4952
42477,38,1,0,13,39099,2,2,1,0,5380,6482,943,0,2,4252254.1,0,35,36,29672
32433,33,0,1,71,42438,9,5,1,1,5047,1109,318,0,6,3253892.9,1,27,27,25959
16888,2,1,1,41,24199,7,5,0,0,4516,6010,967,1,5,1694620.6,0,30,-3,5395
45206,39,1,1,12,72090,4,8,0,0,2724,7920,615,0,1,4527173.4,0,12,38,33947
77936,43,1,0,54,71732,1,6,0,0,3782,4717,380,1,2,7799946.1,0,25,41,69057
52324,70,1,1,36,6015,7,6,1,1,487,47,690,0,2,5240655.9,1,17,68,51100
94565,13,0,0,95,41401,8,1,0,0,8133,5284,213,0,10,9463275.4,0,22,3,80935
38273,17,0,1,26,62953,3,3,0,0,1451,323,618,0,10,3832850.2,0,14,7,35881
50109,35,0,1,13,53434,4,2,1,1,7101,5819,846,0,7,5016997.5,1,11,28,36343
43891,36,0,1,23,22745,8,9,0,0,6242,2733,634,1,8,4394008.5,0,21,28,34282
43621,28,0,0,62,97969,2,9,1,1,9613,2783,902,0,8,4364041.0,0,16,20,30323
93924,77,0,0,38,15847,7,3,1,1,6396,4939,588,1,5,9396009.2,0,34,72,82001
70589,78,1,1,7,15297,4,5,1,1,4554,1871,739,1,4,7065959.9,1,17,74,63425
15729,36,0,0,94,442,10,2,1,0,3260,8170,480,1,0,1575961.8,0,28,36,3819
36849,25,0,1,52,50223,2,4,1,0,1892,3709,678,1,1,3689400.8,1,28,24,30570
68365,98,0,0,82,80261,1,5,1,0,8576,5657,663,1,3,6841624.1,0,25,95,53469
52478,20,0,1,22,91632,8,6,1,0,9916,2688,428,0,9,5252648.2,1,34,11,39446
67012,32,0,0,76,14937,1,9,1,1,6796,7766,248,1,9,6707398.4,0,22,23,52202
61335,61,0,1,13,28259,7,4,1,0,2805,1332,104,0,7,6137391.8,1,8,54,57094
79620,60,0,0,63,65740,1,4,1,0,7652,820,150,1,2,7965223.9,0,7,58,70998
53596,87,1,1,97,8149,5,4,0,1,7636,6007,847,0,5,5369695.0,0,6,82,39106
74621,100,1,0,17,39637,10,3,1,1,2857,3338,313,0,9,7468927.3,0,23,91,68113
21749,44,1,1,49,4339,3,10,1,0,5405,8372,502,1,10,2181457.1,1,15,34,7470
60899,79,1,1,64,89739,6,7,0,0,3350,4101,735,1,1,6099761.4,0,22,78,52713
7957,70,1,0,66,64892,3,5,1,0,314,3994,143,0,9,805480.1,0,25,61,3506
